,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,8.333333333333333e-05,0.0003333333333333333,0.0010833333333333333,0.0019166666666666666,0.0036666666666666666,0.0031666666666666666,0.004083333333333333,0.0055,0.004333333333333333,0.004416666666666667,0.0033333333333333335,0.002416666666666667,0.0016666666666666668,0.0021666666666666666,0.002916666666666667,0.002,0.003416666666666667,0.004083333333333333,0.004916666666666666,0.007666666666666666,0.006083333333333333,0.007,0.0055,0.006666666666666667,0.005916666666666666,0.008083333333333333,0.01025,0.01575,0.021833333333333333,0.02666666666666667,0.026833333333333334,0.028166666666666666,0.03225,0.04058333333333333,0.052333333333333336,0.06016666666666667,0.059333333333333335,0.06983333333333333,0.05433333333333333,0.04958333333333333,0.03833333333333333,0.030166666666666668,0.02225,0.02325,0.029333333333333333,0.031,0.023916666666666666,0.02175,0.020666666666666667,0.017583333333333333,0.0165,0.016583333333333332,0.016083333333333335,0.013833333333333333,0.011333333333333334,0.008666666666666666,0.0045,0.0026666666666666666,0.0009166666666666666,0.00016666666666666666,0.0,8.333333333333333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0011666666666666668,0.00016666666666666666,0.0003333333333333333,0.0004166666666666667,0.00025,0.00016666666666666666,0.0003333333333333333,0.0004166666666666667,0.0005833333333333334,0.0009166666666666666,0.0005833333333333334,0.0003333333333333333,0.001,0.0010833333333333333,0.0005833333333333334,0.0015833333333333333,0.0009166666666666666,0.0009166666666666666,0.00175,0.00225,0.002,0.0021666666666666666,0.0025833333333333333,0.00275,0.0028333333333333335,0.0025,0.003,0.002416666666666667,0.0030833333333333333,0.0031666666666666666,0.00325,0.004583333333333333,0.005,0.00325,0.004666666666666667,0.006,0.0065,0.00775,0.009166666666666667,0.010916666666666667,0.013083333333333334,0.01633333333333333,0.021916666666666668,0.029583333333333333,0.035833333333333335,0.04016666666666667,0.043416666666666666,0.04808333333333333,0.0495,0.05225,0.056666666666666664,0.06191666666666667,0.061,0.05975,0.052333333333333336,0.04575,0.03958333333333333,0.02808333333333333,0.023083333333333334,0.016916666666666667,0.0135,0.011416666666666667,0.008583333333333333,0.00825,0.009,0.006166666666666667,0.00675,0.005,0.004916666666666666,0.004083333333333333,0.004666666666666667,0.003833333333333333,0.002416666666666667,0.0020833333333333333,0.002416666666666667,0.0019166666666666666,0.0010833333333333333,0.0014166666666666668,0.001,0.001,0.0004166666666666667,8.333333333333333e-05,0.00016666666666666666,0.00016666666666666666,0.00016666666666666666,8.333333333333333e-05,0.00025,0.00016666666666666666,8.333333333333333e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,8.333333333333333e-05,0.0,0.00016666666666666666,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,0.0008333333333333334,0.0016666666666666668,0.0021666666666666666,0.002916666666666667,0.004583333333333333,0.007166666666666667,0.009833333333333333,0.0095,0.010666666666666666,0.00975,0.008083333333333333,0.007666666666666666,0.00775,0.006,0.00725,0.007583333333333333,0.007666666666666666,0.005916666666666666,0.008,0.00825,0.01,0.018083333333333333,0.03183333333333333,0.04525,0.05575,0.04533333333333334,0.02925,0.020916666666666667,0.019666666666666666,0.016916666666666667,0.016833333333333332,0.020583333333333332,0.03808333333333333,0.07958333333333334,0.091,0.08491666666666667,0.059166666666666666,0.0405,0.019416666666666665,0.013583333333333333,0.010416666666666666,0.009916666666666667,0.010333333333333333,0.008333333333333333,0.0115,0.01025,0.010583333333333333,0.0105,0.007166666666666667,0.007666666666666666,0.00575,0.004083333333333333,0.0020833333333333333,0.0010833333333333333,8.333333333333333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,8.333333333333333e-05,0.00016666666666666666,0.0004166666666666667,0.0009166666666666666,0.003,0.004083333333333333,0.0031666666666666666,0.005166666666666667,0.004083333333333333,0.00625,0.0055,0.006,0.005583333333333333,0.0065,0.007083333333333333,0.004583333333333333,0.005666666666666667,0.00525,0.004916666666666666,0.004666666666666667,0.005,0.00525,0.006,0.009083333333333334,0.012666666666666666,0.017416666666666667,0.020583333333333332,0.02325,0.034833333333333334,0.03783333333333333,0.052333333333333336,0.059583333333333335,0.06166666666666667,0.06391666666666666,0.07091666666666667,0.06725,0.057583333333333334,0.04708333333333333,0.042666666666666665,0.03025,0.0235,0.017916666666666668,0.014916666666666667,0.012833333333333334,0.009416666666666667,0.009833333333333333,0.008166666666666666,0.008416666666666666,0.008,0.007,0.0069166666666666664,0.007166666666666667,0.00775,0.008333333333333333,0.007916666666666667,0.0069166666666666664,0.007416666666666667,0.00575,0.004583333333333333,0.00375,0.0023333333333333335,0.00175,0.0009166666666666666,8.333333333333333e-05,8.333333333333333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.333333333333333e-05,0.0,8.333333333333333e-05,0.00016666666666666666,0.00016666666666666666,0.00016666666666666666,0.0003333333333333333,0.00025,0.0009166666666666666,0.0005833333333333334,0.0014166666666666668,0.00125,0.0009166666666666666,0.0020833333333333333,0.0015833333333333333,0.0019166666666666666,0.002416666666666667,0.00175,0.0014166666666666668,0.002416666666666667,0.0018333333333333333,0.0011666666666666668,0.0020833333333333333,0.0025833333333333333,0.002,0.0010833333333333333,0.0016666666666666668,0.0010833333333333333,0.00225,0.002,0.0021666666666666666,0.0020833333333333333,0.0028333333333333335,0.004083333333333333,0.0045,0.004583333333333333,0.006166666666666667,0.007583333333333333,0.012666666666666666,0.013833333333333333,0.01825,0.02175,0.023666666666666666,0.034,0.04,0.04733333333333333,0.05375,0.056416666666666664,0.052833333333333336,0.04958333333333333,0.04766666666666667,0.04816666666666667,0.04675,0.042083333333333334,0.04008333333333333,0.03966666666666667,0.03816666666666667,0.030916666666666665,0.0315,0.02275,0.016,0.012,0.010166666666666666,0.01075,0.009833333333333333,0.00975,0.00725,0.008,0.005833333333333334,0.005583333333333333,0.005333333333333333,0.003,0.0028333333333333335,0.0019166666666666666,0.0018333333333333333,0.0015833333333333333,0.0016666666666666668,0.00075,0.0004166666666666667,0.0005833333333333334,0.0004166666666666667,0.0004166666666666667,8.333333333333333e-05,0.00016666666666666666,0.00016666666666666666,8.333333333333333e-05,0.0,8.333333333333333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0004166666666666667,0.0004166666666666667,0.00075,0.0016666666666666668,0.00275,0.0015833333333333333,0.003,0.0023333333333333335,0.00225,0.0026666666666666666,0.00225,0.0020833333333333333,0.0023333333333333335,0.0009166666666666666,0.00125,0.0019166666666666666,0.0010833333333333333,0.0021666666666666666,0.00175,0.0013333333333333333,0.0010833333333333333,0.0015833333333333333,0.00125,0.0010833333333333333,0.0014166666666666668,0.0011666666666666668,0.0009166666666666666,0.0016666666666666668,0.00125,0.0009166666666666666,0.001,0.001,0.0018333333333333333,0.0015,0.0011666666666666668,0.0016666666666666668,0.00225,0.00375,0.008833333333333334,0.01825,0.025333333333333333,0.02975,0.034333333333333334,0.042916666666666665,0.05383333333333333,0.05575,0.050666666666666665,0.049916666666666665,0.051166666666666666,0.06916666666666667,0.08041666666666666,0.07766666666666666,0.06408333333333334,0.043583333333333335,0.035083333333333334,0.030083333333333333,0.020833333333333332,0.015416666666666667,0.009666666666666667,0.00725,0.005916666666666666,0.005666666666666667,0.005416666666666667,0.00575,0.007916666666666667,0.007083333333333333,0.006416666666666667,0.006,0.00475,0.00375,0.0021666666666666666,0.00225,0.0009166666666666666,0.0005833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,8.333333333333333e-05,0.00025,0.00016666666666666666,0.00016666666666666666,0.0005833333333333334,0.0009166666666666666,0.00125,0.0013333333333333333,0.0016666666666666668,0.002416666666666667,0.00275,0.0025833333333333333,0.0036666666666666666,0.004583333333333333,0.004833333333333334,0.004666666666666667,0.005833333333333334,0.005583333333333333,0.006083333333333333,0.006416666666666667,0.00525,0.009083333333333334,0.010166666666666666,0.011166666666666667,0.01275,0.01475,0.016083333333333335,0.019583333333333335,0.01575,0.01975,0.020833333333333332,0.025583333333333333,0.03191666666666667,0.041416666666666664,0.0495,0.06216666666666667,0.071,0.07466666666666667,0.071,0.05266666666666667,0.03766666666666667,0.029666666666666668,0.028916666666666667,0.022,0.023666666666666666,0.016833333333333332,0.015666666666666666,0.01675,0.015916666666666666,0.012,0.01025,0.008916666666666666,0.0085,0.009083333333333334,0.007333333333333333,0.00575,0.006416666666666667,0.005083333333333333,0.005083333333333333,0.0036666666666666666,0.0025833333333333333,0.0035,0.0028333333333333335,0.00175,0.0015833333333333333,0.0011666666666666668,0.0013333333333333333,0.0013333333333333333,0.00125,0.00075,0.0004166666666666667,0.0005833333333333334,8.333333333333333e-05,0.0003333333333333333,0.00025,0.0,0.0,0.0,8.333333333333333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,8.333333333333333e-05,0.0,0.0,8.333333333333333e-05,0.0,0.00016666666666666666,0.0,8.333333333333333e-05,8.333333333333333e-05,0.00025,0.0008333333333333334,0.00075,0.00075,0.0015833333333333333,0.0015833333333333333,0.0015833333333333333,0.0023333333333333335,0.00175,0.0016666666666666668,0.0020833333333333333,0.0016666666666666668,0.00225,0.0025833333333333333,0.002416666666666667,0.0036666666666666666,0.004583333333333333,0.004583333333333333,0.0055,0.0055,0.0065,0.006083333333333333,0.0075,0.009083333333333334,0.009416666666666667,0.011916666666666667,0.014583333333333334,0.01625,0.017916666666666668,0.018666666666666668,0.024666666666666667,0.0325,0.04041666666666666,0.042416666666666665,0.0475,0.0445,0.0445,0.04158333333333333,0.041416666666666664,0.03816666666666667,0.044083333333333335,0.042,0.044083333333333335,0.043083333333333335,0.04108333333333333,0.042583333333333334,0.033916666666666664,0.022166666666666668,0.017916666666666668,0.016916666666666667,0.014833333333333334,0.013666666666666667,0.011916666666666667,0.008,0.006833333333333334,0.005,0.0035833333333333333,0.004416666666666667,0.00275,0.0021666666666666666,0.0021666666666666666,0.00175,0.001,0.0015833333333333333,0.001,0.00125,0.0015,0.00075,0.0009166666666666666,0.0006666666666666666,0.0006666666666666666,0.0005,0.00016666666666666666,0.00025,0.00016666666666666666,0.0,0.00016666666666666666,8.333333333333333e-05,0.00025,0.0,0.0,0.0,0.00016666666666666666,0.0,0.0,0.0,0.0,0.0
8,0.00025,0.00016666666666666666,0.0,8.333333333333333e-05,0.0,0.00016666666666666666,0.0003333333333333333,0.00025,0.0003333333333333333,0.00025,0.00016666666666666666,0.00075,0.0006666666666666666,0.0006666666666666666,0.0010833333333333333,0.0005,0.0011666666666666668,0.0015833333333333333,0.00175,0.0016666666666666668,0.0021666666666666666,0.00175,0.00275,0.00175,0.0035,0.0026666666666666666,0.0028333333333333335,0.0031666666666666666,0.004416666666666667,0.00525,0.004833333333333334,0.005083333333333333,0.006333333333333333,0.007083333333333333,0.00825,0.009916666666666667,0.010333333333333333,0.01025,0.013416666666666667,0.01375,0.01625,0.017833333333333333,0.023,0.02225,0.024416666666666666,0.027416666666666666,0.03241666666666667,0.03958333333333333,0.049666666666666665,0.057166666666666664,0.07533333333333334,0.06783333333333333,0.05225,0.044,0.041916666666666665,0.0405,0.030916666666666665,0.030083333333333333,0.026833333333333334,0.02325,0.0235,0.018416666666666668,0.015166666666666667,0.012416666666666666,0.010833333333333334,0.007916666666666667,0.006833333333333334,0.005,0.003916666666666666,0.003916666666666666,0.0035,0.0023333333333333335,0.002916666666666667,0.0014166666666666668,0.0015,0.0008333333333333334,0.0006666666666666666,0.0005,0.0009166666666666666,0.0005,0.00075,0.0004166666666666667,8.333333333333333e-05,0.00025,0.00016666666666666666,0.0003333333333333333,0.00016666666666666666,0.0,8.333333333333333e-05,0.00025,8.333333333333333e-05,8.333333333333333e-05,8.333333333333333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,0.00016666666666666666,0.00016666666666666666,0.0009166666666666666,0.0014166666666666668,0.0018333333333333333,0.0025,0.003,0.00275,0.00375,0.002,0.0015,0.0015833333333333333,0.0013333333333333333,0.0015833333333333333,0.0010833333333333333,0.0019166666666666666,0.00125,0.0016666666666666668,0.0011666666666666668,0.0014166666666666668,0.0015833333333333333,0.00225,0.002416666666666667,0.003916666666666666,0.004166666666666667,0.0045,0.005333333333333333,0.0069166666666666664,0.008,0.0085,0.011166666666666667,0.016583333333333332,0.019916666666666666,0.02375,0.02725,0.02825,0.0305,0.04816666666666667,0.06108333333333334,0.06133333333333333,0.06708333333333333,0.074,0.07466666666666667,0.06425,0.054,0.04708333333333333,0.04525,0.034833333333333334,0.022583333333333334,0.013916666666666667,0.009416666666666667,0.0085,0.00725,0.005833333333333334,0.00625,0.00675,0.003,0.00425,0.00375,0.0030833333333333333,0.002416666666666667,0.00175,0.0015,0.00225,0.001,0.0006666666666666666,0.0021666666666666666,0.0015,0.0014166666666666668,0.0015,0.002,0.0030833333333333333,0.0021666666666666666,0.003416666666666667,0.002416666666666667,0.0019166666666666666,0.0018333333333333333,0.00125,0.0005833333333333334,0.0003333333333333333,0.0003333333333333333,8.333333333333333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
